Sample   	OWR	           Timestamp
      211	1  	       28.000,000 us
      212	0  	      544.000,000 us
      213	1  	       10.000,000 us
      214	0  	       57.000,000 us
      215	1  	       10.000,000 us
      216	0  	       57.000,000 us
      217	1  	       28.000,000 us
      218	0  	       38.000,000 us
      219	1  	       29.000,000 us
      220	0  	       38.000,000 us
      221	1  	       29.000,000 us
      222	0  	       38.000,000 us
      223	1  	       28.000,000 us
      224	0  	       39.000,000 us
      225	1  	       28.000,000 us
      226	0  	       39.000,000 us
      227	1  	       28.000,000 us
      228	0  	      544.000,000 us
      229	1  	       10.000,000 us
      230	0  	       57.000,000 us
      231	1  	       10.000,000 us
      232	0  	       57.000,000 us
      233	1  	       10.000,000 us
      234	0  	       57.000,000 us
      235	1  	       10.000,000 us
      236	0  	       56.000,000 us
      237	1  	       10.000,000 us
      238	0  	       57.000,000 us
      239	1  	       10.000,000 us
      240	0  	       57.000,000 us
      241	1  	       10.000,000 us
      242	0  	       57.000,000 us
      243	1  	       28.000,000 us
      244	0  	      544.000,000 us
      245	1  	       10.000,000 us
      246	0  	       57.000,000 us
      247	1  	       10.000,000 us
      248	0  	       57.000,000 us
      249	1  	       10.000,000 us
      250	0  	       57.000,000 us
      251	1  	       10.000,000 us
      252	0  	       56.000,000 us
      253	1  	       10.000,000 us
      254	0  	       57.000,000 us
      255	1  	       10.000,000 us
      256	0  	       57.000,000 us
      257	1  	       10.000,000 us
      258	0  	       57.000,000 us
      259	1  	       10.000,000 us
      260	0  	      562.000,000 us
      261	1  	       10.000,000 us
      262	0  	       57.000,000 us
      263	1  	       28.000,000 us
      264	0  	       39.000,000 us
      265	1  	       28.000,000 us
      266	0  	       38.000,000 us
      267	1  	       29.000,000 us
      268	0  	       38.000,000 us
      269	1  	       29.000,000 us
      270	0  	       38.000,000 us
      271	1  	       28.000,000 us
      272	0  	       39.000,000 us
      273	1  	       28.000,000 us
      274	0  	       39.000,000 us
      275	1  	       28.000,000 us
      276	0  	      544.000,000 us
      277	1  	       28.000,000 us
      278	0  	       39.000,000 us
      279	1  	       28.000,000 us
      280	0  	       39.000,000 us
      281	1  	       28.000,000 us
      282	0  	       38.000,000 us
      283	1  	       29.000,000 us
      284	0  	       38.000,000 us
      285	1  	       10.000,000 us
      286	0  	       57.000,000 us
      287	1  	       28.000,000 us
      288	0  	       39.000,000 us
      289	1  	       28.000,000 us
      290	0  	       39.000,000 us
      291	1  	       28.000,000 us
      292	0  	      544.000,000 us
      293	1  	       10.000,000 us
      294	0  	       57.000,000 us
      295	1  	       10.000,000 us
      296	0  	       57.000,000 us
      297	1  	       28.000,000 us
      298	0  	       38.000,000 us
      299	1  	       29.000,000 us
      300	0  	       38.000,000 us
      301	1  	       10.000,000 us
      302	0  	       57.000,000 us
      303	1  	       28.000,000 us
      304	0  	       39.000,000 us
      305	1  	       10.000,000 us
      306	0  	       57.000,000 us
      307	1  	       28.000,000 us
      308	0  	    4.288,000,000 ms
      309	1  	      509.000,000 us
      310	0  	       28.000,000 us
      311	1  	      112.000,000 us
      312	0  	    4.447,000,000 ms
      313	1  	       10.000,000 us
      314	0  	       56.000,000 us
      315	1  	       57.000,000 us
      316	0  	        8.000,000 us
      317	1  	       10.000,000 us
      318	0  	       57.000,000 us
      319	1  	       57.000,000 us
      320	0  	        8.000,000 us
      321	1  	       10.000,000 us
      322	0  	       57.000,000 us
      323	1  	       57.000,000 us
      324	0  	        8.000,000 us
      325	1  	       10.000,000 us
      326	0  	       56.000,000 us
      327	1  	       57.000,000 us
      328	0  	      522.000,000 us
      329	1  	       57.000,000 us
      330	0  	        8.000,000 us
      331	1  	       10.000,000 us
      332	0  	       56.000,000 us
      333	1  	       57.000,000 us
      334	0  	        8.000,000 us
      335	1  	       57.000,000 us
      336	0  	        8.000,000 us
      337	1  	       57.000,000 us
      338	0  	        8.000,000 us
      339	1  	       57.000,000 us
      340	0  	        8.000,000 us
      341	1  	       10.000,000 us
      342	0  	       57.000,000 us
      343	1  	       56.000,000 us
      344	0  	      526.000,000 us
      345	1  	       57.000,000 us
      346	0  	        8.000,000 us
      347	1  	       56.000,000 us
      348	0  	        8.000,000 us
      349	1  	       57.000,000 us
      350	0  	        8.000,000 us
      351	1  	       10.000,000 us
      352	0  	       57.000,000 us
      353	1  	       57.000,000 us
      354	0  	        8.000,000 us
      355	1  	       10.000,000 us
      356	0  	       57.000,000 us
      357	1  	       57.000,000 us
      358	0  	        8.000,000 us
      359	1  	       10.000,000 us
      360	0  	      572.000,000 us
      361	1  	       57.000,000 us
      362	0  	        8.000,000 us
      363	1  	       10.000,000 us
      364	0  	       56.000,000 us
      365	1  	       11.000,000 us
      366	0  	       56.000,000 us
      367	1  	       57.000,000 us
      368	0  	        8.000,000 us
      369	1  	       57.000,000 us
      370	0  	        8.000,000 us
      371	1  	       10.000,000 us
      372	0  	       57.000,000 us
      373	1  	       57.000,000 us
      374	0  	        8.000,000 us
      375	1  	       10.000,000 us
      376	0  	      570.000,000 us
      377	1  	       10.000,000 us
      378	0  	       57.000,000 us
      379	1  	       10.000,000 us
      380	0  	       56.000,000 us
      381	1  	       57.000,000 us
      382	0  	        8.000,000 us
      383	1  	       57.000,000 us
      384	0  	        8.000,000 us
