Sample   	OWR	           Timestamp
      694	0  	       40.000,000 us
      695	1  	       27.000,000 us
      696	0  	      545.000,000 us
      697	1  	       28.000,000 us
      698	0  	       39.000,000 us
      699	1  	       10.000,000 us
      700	0  	       57.000,000 us
      701	1  	       10.000,000 us
      702	0  	       57.000,000 us
      703	1  	       27.000,000 us
      704	0  	       39.000,000 us
      705	1  	       28.000,000 us
      706	0  	       39.000,000 us
      707	1  	       28.000,000 us
      708	0  	       39.000,000 us
      709	1  	       27.000,000 us
      710	0  	       40.000,000 us
      711	1  	       10.000,000 us
      712	0  	    4.305,000,000 ms
      713	1  	      509.000,000 us
      714	0  	       28.000,000 us
      715	1  	      112.000,000 us
      716	0  	    4.344,000,000 ms
      717	1  	       10.000,000 us
      718	0  	       57.000,000 us
      719	1  	       57.000,000 us
      720	0  	        8.000,000 us
      721	1  	       10.000,000 us
      722	0  	       57.000,000 us
      723	1  	       57.000,000 us
      724	0  	        7.000,000 us
      725	1  	       11.000,000 us
      726	0  	       56.000,000 us
      727	1  	       57.000,000 us
      728	0  	        8.000,000 us
      729	1  	       10.000,000 us
      730	0  	       57.000,000 us
      731	1  	       57.000,000 us
      732	0  	      521.000,000 us
      733	1  	       57.000,000 us
      734	0  	        8.000,000 us
      735	1  	       56.000,000 us
      736	0  	        8.000,000 us
      737	1  	       57.000,000 us
      738	0  	        8.000,000 us
      739	1  	       10.000,000 us
      740	0  	       57.000,000 us
      741	1  	       57.000,000 us
      742	0  	        8.000,000 us
      743	1  	       10.000,000 us
      744	0  	       57.000,000 us
      745	1  	       56.000,000 us
      746	0  	        8.000,000 us
      747	1  	       57.000,000 us
      748	0  	      526.000,000 us
      749	1  	       10.000,000 us
      750	0  	       57.000,000 us
      751	1  	       10.000,000 us
      752	0  	       56.000,000 us
      753	1  	       57.000,000 us
      754	0  	        8.000,000 us
      755	1  	       10.000,000 us
      756	0  	       57.000,000 us
      757	1  	       10.000,000 us
      758	0  	       57.000,000 us
      759	1  	       56.000,000 us
      760	0  	        8.000,000 us
      761	1  	       57.000,000 us
      762	0  	        8.000,000 us
      763	1  	       10.000,000 us
      764	0  	      569.000,000 us
      765	1  	       10.000,000 us
      766	0  	       57.000,000 us
      767	1  	       10.000,000 us
      768	0  	       57.000,000 us
      769	1  	       10.000,000 us
      770	0  	       56.000,000 us
      771	1  	       11.000,000 us
      772	0  	       56.000,000 us
      773	1  	       57.000,000 us
      774	0  	        8.000,000 us
      775	1  	       57.000,000 us
      776	0  	        8.000,000 us
      777	1  	       10.000,000 us
      778	0  	       57.000,000 us
      779	1  	       10.000,000 us
      780	0  	      566.000,000 us
      781	1  	       57.000,000 us
      782	0  	        8.000,000 us
      783	1  	       57.000,000 us
      784	0  	        8.000,000 us
      785	1  	       56.000,000 us
      786	0  	        8.000,000 us
      787	1  	       10.000,000 us
      788	0  	       57.000,000 us
      789	1  	       57.000,000 us
      790	0  	        8.000,000 us
      791	1  	       57.000,000 us
      792	0  	        8.000,000 us
      793	1  	       10.000,000 us
      794	0  	       56.000,000 us
      795	1  	       11.000,000 us
      796	0  	      572.000,000 us
      797	1  	       57.000,000 us
      798	0  	        7.000,000 us
      799	1  	       57.000,000 us
      800	0  	        8.000,000 us
      801	1  	       57.000,000 us
      802	0  	        8.000,000 us
      803	1  	       57.000,000 us
      804	0  	        8.000,000 us
      805	1  	       57.000,000 us
      806	0  	        8.000,000 us
      807	1  	       57.000,000 us
      808	0  	        8.000,000 us
      809	1  	       57.000,000 us
      810	0  	        8.000,000 us
      811	1  	       56.000,000 us
      812	0  	      530.000,000 us
      813	1  	       57.000,000 us
      814	0  	        8.000,000 us
      815	1  	       57.000,000 us
      816	0  	        8.000,000 us
      817	1  	       56.000,000 us
      818	0  	        8.000,000 us
      819	1  	       57.000,000 us
      820	0  	        8.000,000 us
      821	1  	       57.000,000 us
      822	0  	        8.000,000 us
      823	1  	       57.000,000 us
      824	0  	        8.000,000 us
      825	1  	       57.000,000 us
      826	0  	        8.000,000 us
      827	1  	       57.000,000 us
      828	0  	      529.000,000 us
      829	1  	       57.000,000 us
      830	0  	        8.000,000 us
      831	1  	       57.000,000 us
      832	0  	        8.000,000 us
      833	1  	       56.000,000 us
      834	0  	        8.000,000 us
      835	1  	       57.000,000 us
      836	0  	        8.000,000 us
      837	1  	       57.000,000 us
      838	0  	        8.000,000 us
      839	1  	       57.000,000 us
      840	0  	        8.000,000 us
      841	1  	       57.000,000 us
      842	0  	        8.000,000 us
      843	1  	       57.000,000 us
      844	0  	      529.000,000 us
      845	1  	       10.000,000 us
      846	0  	       57.000,000 us
      847	1  	       10.000,000 us
      848	0  	       56.000,000 us
      849	1  	       11.000,000 us
      850	0  	       56.000,000 us
      851	1  	       10.000,000 us
      852	0  	       57.000,000 us
      853	1  	       10.000,000 us
      854	0  	       57.000,000 us
      855	1  	       10.000,000 us
      856	0  	       57.000,000 us
      857	1  	       56.000,000 us
      858	0  	        8.000,000 us
      859	1  	       57.000,000 us
      860	0  	    3.014,000,000 ms
      861	1  	       57.000,000 us
      862	0  	        7.000,000 us
      863	1  	       57.000,000 us
      864	0  	        8.000,000 us
      865	1  	       10.000,000 us
      866	0  	       57.000,000 us
      867	1  	       57.000,000 us
      868	0  	        8.000,000 us
      869	1  	       10.000,000 us
      870	0  	       57.000,000 us
      871	1  	       10.000,000 us
      872	0  	       56.000,000 us
      873	1  	       57.000,000 us
      874	0  	        8.000,000 us
      875	1  	       10.000,000 us
      876	0  	    2.547,000,000 ms
      877	1  	       10.000,000 us
      878	0  	       56.000,000 us
      879	1  	       11.000,000 us
      880	0  	       56.000,000 us
      881	1  	       10.000,000 us
      882	0  	       57.000,000 us
      883	1  	       10.000,000 us
      884	0  	       57.000,000 us
      885	1  	       10.000,000 us
      886	0  	       57.000,000 us
      887	1  	       10.000,000 us
      888	0  	       56.000,000 us
      889	1  	       10.000,000 us
      890	0  	       57.000,000 us
      891	1  	       10.000,000 us
      892	0  	    3.579,000,000 ms
      893	1  	      509.000,000 us
      894	0  	       28.000,000 us
      895	1  	      111.000,000 us
      896	0  	    4.343,000,000 ms
      897	1  	       10.000,000 us
      898	0  	       57.000,000 us
      899	1  	       57.000,000 us
